,code,clientType,registrationMode,planName,accident,duration,country,netSales,netProfit,gender,age
14718,EPX,Basic,Online,K,0,55,INDONESIA,10,0,,34
14719,EPX,Basic,Online,K,0,15,HONG KONG,31,0,,36
14720,EPX,Basic,Online,K,0,2,THAILAND,10,0,,25
14721,EPX,Basic,Online,K,0,41,UNITED KINGDOM,80,0,,36
14722,EPX,Basic,Online,K,0,16,INDONESIA,13,0,,36
14723,EPX,Basic,Online,K,0,8,CAMBODIA,10,0,,36
14724,EPX,Basic,Online,K,0,77,FINLAND,40,0,,36
14725,EPX,Basic,Online,K,0,72,RUSSIAN FEDERATION,13,0,,36
14726,EPX,Basic,Online,K,0,70,SINGAPORE,32,0,,26
14727,EPX,Basic,Online,K,0,2,SINGAPORE,10,0,,36
14728,EPX,Basic,Online,K,0,32,UNITED STATES,11,0,,44
14729,EPX,Basic,Online,K,0,1,SINGAPORE,10,0,,36
14730,EPX,Basic,Online,K,0,26,THAILAND,10,0,,25
14731,EPX,Basic,Online,K,0,28,SINGAPORE,10,0,,36
14732,EPX,Basic,Online,K,0,22,THAILAND,37,0,,36
14733,EPX,Basic,Online,K,0,288,SOUTH AFRICA,45,0,,36
14734,EPX,Basic,Online,K,0,7,MALAYSIA,10,0,,36
14735,EPX,Basic,Online,K,0,5,CHINA,14,0,,36
14736,EPX,Basic,Online,K,0,42,THAILAND,21,0,,48
14737,EPX,Basic,Online,K,0,54,VIET NAM,10,0,,36
14738,EPX,Basic,Online,K,0,6,TRINIDAD AND TOBAGO,80,0,,36
14739,EPX,Basic,Online,K,0,19,THAILAND,15,0,,36
14740,EPX,Basic,Online,K,0,74,CHINA,27,0,,36
14741,EPX,Basic,Online,K,0,3,CHINA,27,0,,36
14742,EPX,Basic,Online,K,0,34,INDIA,10,0,,39
14743,EPX,Basic,Online,K,0,11,UNITED STATES,10,0,,36
14744,EPX,Basic,Online,K,0,82,SPAIN,11,0,,36
14745,EPX,Basic,Online,K,0,1,MYANMAR,14,0,,36
14746,EPX,Basic,Online,K,0,43,HONG KONG,11,0,,30
14747,EPX,Basic,Online,K,0,44,THAILAND,30,0,,36
14748,EPX,Basic,Online,K,0,27,INDONESIA,16,0,,42
14749,EPX,Basic,Online,K,0,27,INDONESIA,16,0,,46
14750,EPX,Basic,Online,K,0,136,UNITED STATES,80,0,,23
14751,EPX,Basic,Online,K,0,38,HONG KONG,80,0,,36
14752,EPX,Basic,Online,K,0,40,INDONESIA,10,0,,36
14753,EPX,Basic,Online,K,0,60,CHINA,33,0,,36
14754,EPX,Basic,Online,K,0,12,JAPAN,36,0,,36
14755,EPX,Basic,Online,K,0,11,CHILE,80,0,,36
14756,EPX,Basic,Online,K,0,3,VIET NAM,18,0,,36
14757,EPX,Basic,Online,K,0,13,UNITED STATES,80,0,,30
14758,EPX,Basic,Online,K,0,7,INDONESIA,23,0,,33
14759,EPX,Basic,Online,K,0,17,"KOREA, REPUBLIC OF",80,0,,36
14760,EPX,Basic,Online,K,0,10,CAMBODIA,46,0,,36
14761,EPX,Basic,Online,K,0,5,"KOREA, REPUBLIC OF",52,0,,36
14762,EPX,Basic,Online,K,0,23,CHINA,60,0,,36
14763,EPX,Basic,Online,K,0,53,INDONESIA,12,0,,36
14764,EPX,Basic,Online,K,0,10,HONG KONG,40,0,,36
14765,EPX,Basic,Online,K,0,50,JAPAN,30,0,,36
14766,EPX,Basic,Online,K,0,41,MYANMAR,10,0,,36
14767,EPX,Basic,Online,K,0,14,INDONESIA,12,0,,78
14768,EPX,Basic,Online,K,0,21,INDONESIA,28,0,,36
14769,EPX,Basic,Online,K,0,77,JAPAN,44,0,,36
14770,EPX,Basic,Online,K,0,9,CHINA,27,0,,36
14771,EPX,Basic,Online,K,0,49,SWITZERLAND,80,0,,36
14772,EPX,Basic,Online,K,0,18,CHINA,32,0,,36
14773,EPX,Basic,Online,K,0,28,CHINA,26,0,,36
14774,EPX,Basic,Online,K,0,50,UNITED KINGDOM,80,0,,36
14775,EPX,Basic,Online,K,0,29,INDONESIA,10,0,,22
14776,EPX,Basic,Online,K,0,10,CHINA,22,0,,36
14777,EPX,Basic,Online,K,0,26,UNITED STATES,10,0,,54
14778,EPX,Basic,Online,K,0,29,UNITED STATES,80,0,,31
14779,EPX,Basic,Online,K,0,10,INDIA,80,0,,36
14780,EPX,Basic,Online,A,0,20,SINGAPORE,20,0,,36
14781,EPX,Basic,Online,A,0,91,"KOREA, REPUBLIC OF",20,0,,24
14782,EPX,Basic,Online,A,0,77,ESTONIA,20,0,,36
14783,EPX,Basic,Online,A,0,14,UNITED STATES,51,0,,54
14784,EPX,Basic,Online,A,0,18,CHINA,24,0,,36
14785,EPX,Basic,Online,A,0,28,UNITED STATES,75,0,,22
14786,EPX,Basic,Online,A,0,112,SINGAPORE,44,0,,22
14787,JWT,Premium,Online,Z,0,9,INDIA,39,15.6,M,118
14788,JWT,Premium,Online,Z,0,1,INDIA,31,12.4,M,118
14789,JWT,Premium,Online,Z,0,97,INDIA,31,12.4,F,118
14790,RAB,Premium,Online,Z,0,5,BRUNEI DARUSSALAM,15,6,M,43
14791,SSI,Premium,Online,W,0,27,SINGAPORE,4.42,1.24,,48
14792,JZI,Premium,Online,I,0,26,CHINA,22,7.7,F,24
14793,JZI,Premium,Online,I,0,34,AUSTRALIA,26,9.1,M,36
14794,JZI,Premium,Online,I,0,11,THAILAND,22,7.7,M,42
14795,JZI,Premium,Online,I,0,6,THAILAND,22,7.7,M,57
14796,JZI,Premium,Online,I,0,13,MACAO,26,9.1,M,32
14797,JZI,Premium,Online,I,0,9,HONG KONG,22,7.7,M,47
14798,JZI,Premium,Online,I,0,11,THAILAND,18,6.3,M,39
14799,JZI,Premium,Online,I,0,283,PHILIPPINES,37,12.95,F,38
14800,JZI,Premium,Online,I,0,4,VIET NAM,18,6.3,M,36
14801,JZI,Premium,Online,I,0,5,MYANMAR,18,6.3,M,37
14802,JZI,Premium,Online,I,0,17,MALAYSIA,33,11.55,M,48
14803,JZI,Premium,Online,I,0,9,JAPAN,35,12.25,F,31
14804,JZI,Premium,Online,Z,0,26,"KOREA, REPUBLIC OF",69,24.15,M,50
14805,CSR,Basic,Offline,M,0,45,THAILAND,29,9.57,M,61
14806,CCR,Basic,Offline,M,0,6,THAILAND,29,9.57,M,66
14807,CCR,Basic,Offline,M,0,41,THAILAND,29,9.57,F,118
14808,CCR,Basic,Offline,M,0,41,THAILAND,29,9.57,F,118
14809,CCR,Basic,Offline,M,0,62,MALAYSIA,29,9.57,F,118
14810,EPX,Basic,Offline,B,0,26,SPAIN,62,0,,118
14811,JZI,Premium,Online,Z,0,67,UNITED STATES,73,25.55,M,54
14812,ADM,Basic,Online,Z,0,35,FRANCE,130,49.4,,22
14813,ART,Premium,Online,C,0,9,CAMBODIA,3.59,1.26,F,48
14814,C2B,Premium,Online,J,0,90,SINGAPORE,124,31,M,16
14815,C2B,Premium,Online,J,0,10,SINGAPORE,35.25,8.81,F,34
14816,C2B,Premium,Online,J,0,29,SINGAPORE,51.75,12.94,F,23
14817,C2B,Premium,Online,R,0,5,SINGAPORE,36.75,9.19,M,36
14818,C2B,Premium,Online,R,0,13,SINGAPORE,63,15.75,F,52
14819,CWT,Basic,Online,Q,0,26,AUSTRALIA,39.6,23.76,,57
14820,CWT,Basic,Online,Q,0,68,THAILAND,0,5.94,,31
14821,CWT,Basic,Online,Q,0,31,NEW ZEALAND,79.2,47.52,,31
14822,CWT,Basic,Online,Q,0,98,AUSTRALIA,118.8,71.28,,32
14823,CWT,Basic,Online,Q,0,5,THAILAND,29.7,17.82,,34
14824,CWT,Basic,Online,Q,0,6,MALAYSIA,39.6,23.76,,40
14825,CWT,Basic,Online,Q,0,82,NETHERLANDS,138.6,83.16,,38
14826,CWT,Basic,Online,Q,0,27,NETHERLANDS,9.9,5.94,,40
14827,CWT,Basic,Online,Q,0,88,SOUTH AFRICA,29.7,17.82,,30
14828,CWT,Basic,Online,Q,0,61,UNITED STATES,29.7,17.82,,31
14829,CWT,Basic,Online,Q,0,43,ITALY,0,29.7,,31
14830,CWT,Basic,Online,Q,0,86,GUAM,69.3,41.58,,25
14831,CWT,Basic,Online,Q,0,43,ITALY,49.5,29.7,,31
14832,CWT,Basic,Online,Q,0,38,OMAN,59.4,35.64,,31
14833,CWT,Basic,Online,Q,0,30,UNITED STATES,69.3,41.58,,32
14834,CWT,Basic,Online,Q,0,5,THAILAND,29.7,17.82,,51
14835,CWT,Basic,Online,Q,0,22,UNITED STATES,39.6,23.76,,64
14836,CWT,Basic,Online,Q,0,17,THAILAND,19.8,11.88,,31
14837,CWT,Basic,Online,Q,0,12,MALAYSIA,29.7,17.82,,45
14838,CWT,Basic,Online,Q,0,46,SWITZERLAND,108.9,65.34,,61
14839,CWT,Basic,Online,Q,0,6,AUSTRALIA,0,17.82,,50
14840,CWT,Basic,Online,Q,0,20,AUSTRALIA,49.5,29.7,,50
14841,CWT,Basic,Online,Q,0,5,MALAYSIA,19.8,11.88,,31
14842,CWT,Basic,Online,Q,0,27,GERMANY,39.6,23.76,,35
14843,CWT,Basic,Online,Q,0,17,SPAIN,39.6,23.76,,51
14844,CWT,Basic,Online,Q,0,73,AUSTRALIA,79.2,47.52,,36
14845,CWT,Basic,Online,Q,0,8,THAILAND,29.7,17.82,,38
14846,EPX,Basic,Online,B,0,32,CHINA,26,0,,36
14847,EPX,Basic,Online,B,0,10,THAILAND,22,0,,36
14848,EPX,Basic,Online,B,0,54,UNITED STATES,174,0,,59
14849,EPX,Basic,Online,B,0,9,INDIA,30,0,,36
14850,EPX,Basic,Online,B,0,21,INDIA,29,0,,36
14851,EPX,Basic,Online,B,0,82,ISRAEL,112,0,,36
14852,EPX,Basic,Online,B,0,158,UNITED STATES,112,0,,48
14853,EPX,Basic,Online,B,1,20,THAILAND,40,0,,28
14854,EPX,Basic,Online,B,0,107,AUSTRALIA,32,0,,36
14855,EPX,Basic,Online,B,0,13,CHINA,42,0,,36
14856,EPX,Basic,Online,B,0,13,MALAYSIA,20,0,,36
14857,EPX,Basic,Online,B,0,40,PERU,26,0,,36
14858,EPX,Basic,Online,B,0,47,CAMBODIA,22,0,,36
14859,EPX,Basic,Online,B,0,43,JAPAN,50,0,,36
14860,EPX,Basic,Online,B,0,82,CHINA,20,0,,36
14861,EPX,Basic,Online,B,0,12,MALAYSIA,20,0,,27
14862,EPX,Basic,Online,B,0,89,CHINA,20,0,,36
14863,EPX,Basic,Online,B,0,7,INDONESIA,20,0,,33
14864,EPX,Basic,Online,B,0,63,INDONESIA,20,0,,23
14865,EPX,Basic,Online,B,0,23,THAILAND,20,0,,25
14866,EPX,Basic,Online,B,0,16,PHILIPPINES,21,0,,36
14867,EPX,Basic,Online,B,0,24,SINGAPORE,112,0,,36
14868,EPX,Basic,Online,B,0,106,INDONESIA,39,0,,34
14869,EPX,Basic,Online,B,0,15,MALAYSIA,20,0,,33
14870,EPX,Basic,Online,B,0,34,CAMBODIA,20,0,,36
14871,EPX,Basic,Online,B,0,55,MALAYSIA,20,0,,37
14872,EPX,Basic,Online,B,0,4,VIET NAM,26,0,,36
14873,EPX,Basic,Online,B,0,46,SINGAPORE,25,0,,36
14874,EPX,Basic,Online,B,0,46,PHILIPPINES,20,0,,36
14875,EPX,Basic,Online,B,0,7,MALAYSIA,20,0,,36
14876,EPX,Basic,Online,B,0,80,MONGOLIA,112,0,,36
14877,EPX,Basic,Online,B,0,5,SINGAPORE,20,0,,59
14878,EPX,Basic,Online,B,0,48,HONG KONG,20,0,,36
14879,EPX,Basic,Online,B,0,101,UNITED STATES,112,0,,33
14880,EPX,Basic,Online,B,0,48,UNITED KINGDOM,67,0,,36
14881,EPX,Basic,Online,B,0,19,INDONESIA,27,0,,27
14882,EPX,Basic,Online,B,0,36,HONG KONG,23,0,,36
14883,EPX,Basic,Online,B,0,35,FRANCE,112,0,,36
14884,EPX,Basic,Online,B,0,19,INDONESIA,34,0,,36
14885,EPX,Basic,Online,B,0,8,INDIA,20,0,,35
14886,EPX,Basic,Online,B,0,30,"TAIWAN, PROVINCE OF CHINA",20,0,,36
14887,EPX,Basic,Online,B,0,43,"KOREA, REPUBLIC OF",40,0,,36
14888,EPX,Basic,Online,B,0,118,CHINA,21,0,,33
14889,EPX,Basic,Online,B,0,9,INDIA,61,0,,36
14890,EPX,Basic,Online,B,0,8,SINGAPORE,28,0,,36
14891,EPX,Basic,Online,B,0,39,SINGAPORE,99,0,,36
14892,EPX,Basic,Online,B,0,20,CHINA,38,0,,36
14893,EPX,Basic,Online,B,0,98,PHILIPPINES,27,0,,36
14894,EPX,Basic,Online,B,0,32,THAILAND,50,0,,36
14895,EPX,Basic,Online,B,0,27,THAILAND,31,0,,28
14896,EPX,Basic,Online,B,0,12,MALAYSIA,48,0,,37
14897,EPX,Basic,Online,B,0,21,INDONESIA,25,0,,53
14898,EPX,Basic,Online,B,0,35,UNITED KINGDOM,90,0,,36
14899,EPX,Basic,Online,B,0,55,UNITED KINGDOM,74,0,,36
14900,EPX,Basic,Online,B,1,43,UNITED STATES,112,0,,58
14901,EPX,Basic,Online,B,0,89,UNITED STATES,112,0,,28
14902,EPX,Basic,Online,B,0,18,CHINA,29,0,,36
14903,EPX,Basic,Online,B,0,21,AUSTRALIA,38,0,,36
14904,EPX,Basic,Online,K,0,1,SINGAPORE,23,0,,36
14905,EPX,Basic,Online,K,0,40,JAPAN,64,0,,36
14906,EPX,Basic,Online,K,0,34,HONG KONG,21,0,,36
14907,EPX,Basic,Online,K,0,20,THAILAND,20,0,,29
14908,EPX,Basic,Online,K,0,16,SINGAPORE,80,0,,36
14909,EPX,Basic,Online,K,0,44,JAPAN,40,0,,36
14910,EPX,Basic,Online,K,0,15,HONG KONG,80,0,,36
14911,EPX,Basic,Online,K,0,19,SINGAPORE,10,0,,28
14912,EPX,Basic,Online,K,0,1,MALAYSIA,10,0,,36
14913,EPX,Basic,Online,K,0,103,MONGOLIA,44,0,,36
14914,EPX,Basic,Online,K,0,15,THAILAND,24,0,,36
14915,EPX,Basic,Online,K,0,41,CHINA,24,0,,39
14916,EPX,Basic,Online,K,0,35,CAMBODIA,23,0,,36
14917,EPX,Basic,Online,K,0,9,CHINA,17,0,,44
14918,EPX,Basic,Online,K,0,23,"KOREA, REPUBLIC OF",43,0,,36
14919,EPX,Basic,Online,K,0,51,SINGAPORE,61,0,,36
14920,EPX,Basic,Online,K,0,45,"KOREA, REPUBLIC OF",10,0,,24
14921,EPX,Basic,Online,K,0,12,INDIA,17,0,,36
14922,EPX,Basic,Online,K,0,6,SINGAPORE,10,0,,57
14923,EPX,Basic,Online,K,0,27,FRANCE,80,0,,36
14924,EPX,Basic,Online,K,0,55,UNITED STATES,79,0,,27
14925,EPX,Basic,Online,K,0,36,SINGAPORE,33,0,,36
14926,EPX,Basic,Online,K,0,12,INDIA,10,0,,36
14927,EPX,Basic,Online,K,0,9,HONG KONG,18,0,,36
14928,EPX,Basic,Online,K,0,6,MALAYSIA,22,0,,36
14929,EPX,Basic,Online,K,0,40,"TAIWAN, PROVINCE OF CHINA",37,0,,36
14930,EPX,Basic,Online,K,0,33,HONG KONG,20,0,,36
14931,EPX,Basic,Online,K,0,42,HONG KONG,12,0,,21
14932,EPX,Basic,Online,K,0,36,RUSSIAN FEDERATION,37,0,,36
14933,EPX,Basic,Online,K,0,35,"TAIWAN, PROVINCE OF CHINA",23,0,,36
14934,EPX,Basic,Online,K,0,26,MALAYSIA,10,0,,28
14935,EPX,Basic,Online,K,0,105,THAILAND,10,0,,55
14936,EPX,Basic,Online,K,0,46,INDONESIA,10,0,,30
14937,EPX,Basic,Online,K,0,25,SINGAPORE,21,0,,20
14938,EPX,Basic,Online,K,0,146,"TAIWAN, PROVINCE OF CHINA",29,0,,54
14939,EPX,Basic,Online,K,0,4,VIET NAM,12,0,,36
14940,EPX,Basic,Online,K,0,56,INDIA,19,0,,36
14941,EPX,Basic,Online,K,0,19,MALAYSIA,16,0,,36
14942,EPX,Basic,Online,K,0,17,UNITED KINGDOM,80,0,,36
14943,EPX,Basic,Online,K,0,10,"KOREA, REPUBLIC OF",80,0,,36
14944,EPX,Basic,Online,K,0,6,VIET NAM,10,0,,36
14945,EPX,Basic,Online,K,0,6,PHILIPPINES,15,0,,36
14946,EPX,Basic,Online,K,0,3,INDIA,16,0,,36
14947,EPX,Basic,Online,K,0,32,"KOREA, REPUBLIC OF",22,0,,36
14948,EPX,Basic,Online,K,0,2,VIET NAM,10,0,,36
14949,EPX,Basic,Online,K,0,129,UNITED STATES,66,0,,30
14950,EPX,Basic,Online,K,0,77,AUSTRIA,52,0,,36
14951,EPX,Basic,Online,K,0,124,SPAIN,30,0,,36
14952,EPX,Basic,Online,K,0,109,UNITED KINGDOM,80,0,,36
14953,EPX,Basic,Online,K,0,96,AUSTRALIA,80,0,,36
14954,EPX,Basic,Online,K,0,22,INDONESIA,0,0,,36
14955,EPX,Basic,Online,K,0,35,NEW ZEALAND,19,0,,50
14956,EPX,Basic,Online,K,0,7,INDONESIA,11,0,,36
14957,EPX,Basic,Online,K,0,7,HONG KONG,35,0,,36
14958,EPX,Basic,Online,K,0,41,VIET NAM,35,0,,36
14959,EPX,Basic,Online,K,0,20,SINGAPORE,63,0,,36
14960,EPX,Basic,Online,K,0,14,SRI LANKA,41,0,,36
14961,EPX,Basic,Online,K,0,20,INDIA,24,0,,36
14962,EPX,Basic,Online,K,0,12,JAPAN,55,0,,36
14963,EPX,Basic,Online,K,0,13,THAILAND,14,0,,56
14964,EPX,Basic,Online,K,0,93,GERMANY,83,0,,36
14965,EPX,Basic,Online,K,0,22,INDONESIA,15,0,,36
14966,EPX,Basic,Online,K,0,24,HONG KONG,25,0,,36
14967,EPX,Basic,Online,K,0,12,INDONESIA,13,0,,25
14968,EPX,Basic,Online,K,0,2,"KOREA, REPUBLIC OF",54,0,,36
14969,EPX,Basic,Online,K,0,26,MALAYSIA,11,0,,29
14970,EPX,Basic,Online,K,0,47,JAPAN,33,0,,36
14971,EPX,Basic,Online,K,0,34,UNITED STATES,52,0,,42
14972,EPX,Basic,Online,K,0,90,SINGAPORE,16,0,,36
14973,EPX,Basic,Online,K,0,9,HONG KONG,15,0,,36
14974,EPX,Basic,Online,K,0,8,THAILAND,32,0,,36
14975,EPX,Basic,Online,K,0,43,UNITED STATES,10,0,,46
14976,EPX,Basic,Online,K,0,3,PHILIPPINES,10,0,,36
14977,EPX,Basic,Online,K,0,43,UNITED STATES,80,0,,53
14978,EPX,Basic,Online,K,0,34,MALAYSIA,14,0,,73
14979,EPX,Basic,Online,K,0,2,PHILIPPINES,12,0,,36
14980,EPX,Basic,Online,K,0,43,MALAYSIA,10,0,,36
14981,EPX,Basic,Online,K,0,3,THAILAND,18,0,,36
14982,EPX,Basic,Online,K,0,7,THAILAND,16,0,,36
14983,EPX,Basic,Online,K,0,82,UNITED STATES,52,0,,37
14984,EPX,Basic,Online,A,0,2,CAMBODIA,20,0,,36
14985,EPX,Basic,Online,A,0,87,NEW ZEALAND,57,0,,36
14986,EPX,Basic,Online,A,0,90,SINGAPORE,54,0,,36
14987,EPX,Basic,Online,A,0,94,"KOREA, REPUBLIC OF",28,0,,36
14988,EPX,Basic,Online,A,0,18,PHILIPPINES,25,0,,36
14989,EPX,Basic,Online,A,0,15,"KOREA, REPUBLIC OF",36,0,,36
14990,EPX,Basic,Online,A,0,23,"TAIWAN, PROVINCE OF CHINA",21,0,,36
14991,EPX,Basic,Online,A,0,1,MALAYSIA,20,0,,36
14992,EPX,Basic,Online,A,0,8,JAPAN,48,0,,36
14993,EPX,Basic,Online,A,0,5,"TAIWAN, PROVINCE OF CHINA",21,0,,36
14994,EPX,Basic,Online,A,0,6,JAPAN,31,0,,36
14995,EPX,Basic,Online,A,0,9,CAMBODIA,21,0,,36
14996,EPX,Basic,Online,A,0,15,CHINA,30,0,,36
14997,EPX,Basic,Online,A,0,6,CHINA,38,0,,36
14998,EPX,Basic,Online,A,0,5,VIET NAM,20,0,,36
14999,JWT,Premium,Online,Z,0,14,INDIA,39,15.6,M,118
15000,JWT,Premium,Online,Z,0,20,INDIA,78,31.2,M,118
15001,JWT,Premium,Online,Z,0,6,INDIA,39,15.6,M,118
15002,KML,Basic,Online,Z,0,8,INDONESIA,28,10.64,F,48
15003,KML,Basic,Online,P,0,82,INDONESIA,29,11.02,M,48
15004,RAB,Premium,Online,Z,0,8,BRUNEI DARUSSALAM,15,6,M,47
15005,RAB,Premium,Online,Z,0,9,BRUNEI DARUSSALAM,15,6,M,47
15006,RAB,Premium,Online,Z,0,62,BRUNEI DARUSSALAM,15,6,F,25
15007,RAB,Premium,Online,Z,0,19,BRUNEI DARUSSALAM,15,6,,22
15008,SSI,Premium,Online,W,0,38,SINGAPORE,1.8,0.5,,48
15009,SSI,Premium,Online,W,0,57,SINGAPORE,8.81,2.47,,48
15010,SSI,Premium,Online,W,0,278,SINGAPORE,0.19,0.05,,48
15011,JZI,Premium,Online,I,0,27,CHINA,26,9.1,M,34
15012,JZI,Premium,Online,I,0,11,CHINA,26,9.1,M,41
15013,JZI,Premium,Online,I,0,51,"KOREA, REPUBLIC OF",26,9.1,M,36
15014,JZI,Premium,Online,I,0,10,HONG KONG,22,7.7,M,48
15015,JZI,Premium,Online,I,0,9,THAILAND,22,7.7,F,31
15016,JZI,Premium,Online,I,0,45,CHINA,26,9.1,M,53
15017,JZI,Premium,Online,I,0,6,PHILIPPINES,22,7.7,M,37
15018,JZI,Premium,Online,I,0,100,MALAYSIA,18,6.3,F,59
15019,JZI,Premium,Online,I,0,10,CAMBODIA,18,6.3,M,41
15020,JZI,Premium,Online,I,0,3,CHINA,22,7.7,F,73
15021,JZI,Premium,Online,I,0,21,CHINA,26,9.1,M,56
15022,JZI,Premium,Online,I,0,15,CHINA,22,7.7,F,32
15023,JZI,Premium,Online,I,0,11,HONG KONG,26,9.1,M,53
15024,JZI,Premium,Online,I,0,12,PHILIPPINES,18,6.3,F,29
15025,JZI,Premium,Online,I,0,47,THAILAND,22,7.7,M,58
15026,JZI,Premium,Online,I,0,15,CHINA,22,7.7,F,32
15027,JZI,Premium,Online,Z,0,55,LITHUANIA,167,58.45,M,39
15028,JZI,Premium,Online,Z,0,55,SPAIN,67,23.45,M,44
15029,JZI,Premium,Online,Z,0,5,CHINA,36,12.6,M,53
15030,JZI,Premium,Online,Z,0,45,CANADA,138,48.3,M,56
15031,CSR,Basic,Offline,M,0,8,MALAYSIA,29,9.57,F,82
15032,ART,Premium,Online,C,0,2,SINGAPORE,8.7,3.04,F,48
15033,C2B,Premium,Online,J,0,44,SINGAPORE,70.5,17.63,F,33
15034,C2B,Premium,Online,J,0,9,SINGAPORE,25.5,6.38,F,74
15035,C2B,Premium,Online,J,0,18,SINGAPORE,25.5,6.38,F,31
15036,C2B,Premium,Online,R,0,9,SINGAPORE,37.5,9.38,M,20
15037,C2B,Premium,Online,R,0,10,SINGAPORE,67,16.75,F,43
15038,C2B,Premium,Online,R,0,112,SINGAPORE,117.75,29.44,M,27
15039,C2B,Premium,Online,R,0,112,SINGAPORE,108,27,M,28
15040,C2B,Premium,Online,E,0,365,SINGAPORE,291.75,72.94,F,38
15041,C2B,Premium,Online,E,0,395,SINGAPORE,216.75,54.19,F,50
15042,C2B,Premium,Online,E,0,390,SINGAPORE,291.75,72.94,F,27
15043,CWT,Basic,Online,Q,0,7,ICELAND,49.5,29.7,,24
15044,CWT,Basic,Online,Q,0,72,AUSTRALIA,79.2,47.52,,37
15045,CWT,Basic,Online,Q,0,8,MALAYSIA,19.8,11.88,,32
15046,CWT,Basic,Online,Q,0,5,MALAYSIA,29.7,17.82,,51
15047,CWT,Basic,Online,Q,0,65,AUSTRALIA,99,59.4,,31
15048,CWT,Basic,Online,Q,0,46,ITALY,39.6,23.76,,36
15049,CWT,Basic,Online,Q,0,10,PHILIPPINES,0,23.76,,70
15050,CWT,Basic,Online,Q,0,28,AUSTRALIA,39.6,23.76,,29
15051,CWT,Basic,Online,Q,0,81,UNITED KINGDOM,108.9,65.34,,51
15052,CWT,Basic,Online,Q,0,8,THAILAND,79.2,47.52,,31
15053,CWT,Basic,Online,Q,0,144,SINGAPORE,0,11.88,,31
15054,CWT,Basic,Online,Q,0,13,SOUTH AFRICA,0,23.76,,36
15055,CWT,Basic,Online,Q,0,49,AUSTRALIA,108.9,65.34,,59
15056,CWT,Basic,Online,Q,0,13,UNITED STATES,29.7,17.82,,38
15057,CWT,Basic,Online,Q,0,8,UNITED ARAB EMIRATES,39.6,23.76,,40
15058,CWT,Basic,Online,Q,0,4,MALAYSIA,9.9,5.94,,34
15059,CWT,Basic,Online,Q,0,133,NETHERLANDS,0,5.94,,31
15060,CWT,Basic,Online,Q,0,14,AUSTRALIA,0,11.88,,31
15061,CWT,Basic,Online,Q,0,227,AUSTRALIA,69.3,41.58,,34
15062,CWT,Basic,Online,Q,0,26,NEW ZEALAND,108.9,65.34,,31
15063,CWT,Basic,Online,Q,0,78,UNITED STATES,9.9,5.94,,32
15064,CWT,Basic,Online,Q,0,85,UNITED STATES,29.7,17.82,,39
15065,CWT,Basic,Online,Q,0,156,AUSTRALIA,69.3,41.58,,36
15066,CWT,Basic,Online,Q,0,16,UNITED STATES,79.2,47.52,,29
15067,CWT,Basic,Online,Q,0,62,MALAYSIA,29.7,17.82,,45
15068,CWT,Basic,Online,Q,0,29,NETHERLANDS,29.7,17.82,,31
15069,CWT,Basic,Online,Q,0,22,MALAYSIA,39.6,23.76,,64
15070,CWT,Basic,Online,Q,0,21,UNITED KINGDOM,89.1,53.46,,31
15071,CWT,Basic,Online,Q,0,135,UNITED STATES,118.8,71.28,,29
15072,CWT,Basic,Online,Q,0,41,UNITED STATES,69.3,41.58,,57
15073,CWT,Basic,Online,Q,0,6,"TAIWAN, PROVINCE OF CHINA",19.8,11.88,,42
15074,CWT,Basic,Online,Q,0,69,AUSTRALIA,0,53.46,,31
15075,EPX,Basic,Online,B,0,89,UNITED KINGDOM,86,0,,36
15076,EPX,Basic,Online,B,0,68,ICELAND,81,0,,36
15077,EPX,Basic,Online,B,0,47,JAPAN,49,0,,36
15078,EPX,Basic,Online,B,0,74,RUSSIAN FEDERATION,82,0,,36
15079,EPX,Basic,Online,B,0,77,PHILIPPINES,22,0,,36
15080,EPX,Basic,Online,B,0,21,INDONESIA,32,0,,36
15081,EPX,Basic,Online,B,0,96,CAMBODIA,27,0,,36
15082,EPX,Basic,Online,B,0,79,JAPAN,47,0,,36
15083,EPX,Basic,Online,B,0,23,THAILAND,27,0,,35
15084,EPX,Basic,Online,B,0,90,THAILAND,20,0,,31
15085,EPX,Basic,Online,B,0,35,SINGAPORE,20,0,,36
15086,EPX,Basic,Online,B,0,3,MALAYSIA,20,0,,36
15087,EPX,Basic,Online,B,1,90,JAPAN,46,0,,36
15088,EPX,Basic,Online,B,0,83,UNITED STATES,112,0,,38
15089,EPX,Basic,Online,B,0,237,INDONESIA,27,0,,36
15090,EPX,Basic,Online,B,0,6,THAILAND,20,0,,36
15091,EPX,Basic,Online,B,0,51,THAILAND,20,0,,36
15092,EPX,Basic,Online,B,0,121,UNITED STATES,51,0,,44
15093,EPX,Basic,Online,B,0,25,INDONESIA,20,0,,55
15094,EPX,Basic,Online,B,0,12,"TAIWAN, PROVINCE OF CHINA",57,0,,36
15095,EPX,Basic,Online,B,0,67,MALAYSIA,20,0,,36
15096,EPX,Basic,Online,B,0,63,SINGAPORE,36,0,,36
15097,EPX,Basic,Online,B,0,9,VIET NAM,25,0,,36
15098,EPX,Basic,Online,B,0,58,NEPAL,30,0,,36
15099,EPX,Basic,Online,B,0,34,SRI LANKA,44,0,,36
15100,EPX,Basic,Online,B,0,82,HONG KONG,21,0,,42
